"","No_ofProducts","GenderID","TransactedProducts","HasFixedDeposit","HasActiveLoans","LoanHistory","ChurnStatus","Total_Deposits","Total_Deposits_per_day","Total_Deposits_per_week","Total_Deposits_per_month","Total_Deposits_per_year","Av_Deposits","No_Trx","WeekdayTrx","EndMonthTrxs","MidMonthTrxs","Transactions_per_day","Transactions_per_week","Transactions_per_month","Transactions_per_year","Total_Withdrawals","Max_Withdrawals","Av_Withdrawals","days_since_last_trx","LastDepositBalance"
"954","2","M","2","1","Yes","Yes","Churn",5600,164.705882352941,1152.94117647059,4941.17647058824,60117.6470588235,700,8,7,0,8,0.235294117647059,1.64705882352941,7.05882352941176,85.8823529411765,11760,5600,1470,416,0
"955","2","F","2","1","No","Yes","Not_Churn",145180,332.219679633867,2325.53775743707,9966.59038901602,121260.183066362,1369.62264150943,106,89,36,70,0.242562929061785,1.69794050343249,7.27688787185355,88.5354691075515,150680,6000,1421.50943396226,5,0
"956","2","M","2","1","No","Yes","Not_Churn",17920,82.2018348623853,575.412844036697,2466.05504587156,30003.6697247706,1493.33333333333,12,11,0,12,0.055045871559633,0.385321100917431,1.65137614678899,20.0917431192661,17920,6160,1493.33333333333,232,0
"957","1","M","1","1","NO","No","Not_Churn",220,2.24489795918367,15.7142857142857,67.3469387755102,819.387755102041,24.4444444444444,9,9,3,6,0.0918367346938776,0.642857142857143,2.75510204081633,33.5204081632653,220,50,24.4444444444444,34,0
"958","2","F","2","1","Yes","Yes","Not_Churn",18258,48.4297082228117,339.007957559682,1452.89124668435,17676.8435013263,702.230769230769,26,20,0,26,0.0689655172413793,0.482758620689655,2.06896551724138,25.1724137931034,22858.2,4480,879.161538461538,70,0
"959","2","F","2","1","Yes","Yes","Not_Churn",226641.6,503.648,3525.536,15109.44,183831.52,1666.48235294118,136,100,80,56,0.302222222222222,2.11555555555556,9.06666666666667,110.311111111111,227141.2,6122.6,1670.15588235294,0,0
"960","1","F","1","1","NO","No","Churn",5500,5500,5500,5500,5500,916.666666666667,6,6,0,6,6,6,6,6,5475,5409,912.5,439,0
"961","2","M","2","1","No","Yes","Not_Churn",17920,95.3191489361702,667.234042553191,2859.57446808511,34791.4893617021,1629.09090909091,11,7,0,11,0.0585106382978723,0.409574468085106,1.75531914893617,21.3563829787234,17920,6160,1629.09090909091,194,0
"962","1","M","1","1","NO","No","Churn",50,50,50,50,50,50,1,1,0,1,1,1,1,1,0,0,0,450,0
"963","1","F","1","1","NO","No","Churn",20,20,20,20,20,20,1,1,0,1,1,1,1,1,0,0,0,450,0
"964","2","M","2","1","Yes","Yes","Churn",5406,159,1113,4770,58035,415.846153846154,13,12,0,13,0.382352941176471,2.67647058823529,11.4705882352941,139.558823529412,11286.6,5376,868.2,416,0
"965","2","M","2","1","Yes","Yes","Not_Churn",160562,359.199105145414,2514.3937360179,10775.9731543624,131107.673378076,1500.57943925234,107,84,37,70,0.239373601789709,1.67561521252796,7.18120805369128,87.3713646532438,166052,6006,1551.88785046729,3,0
"966","2","M","2","1","Yes","Yes","Not_Churn",90964,219.719806763285,1538.038647343,6591.59420289855,80197.729468599,1318.31884057971,69,50,3,66,0.166666666666667,1.16666666666667,5,60.8333333333333,96426,6072,1397.47826086957,36,0
"967","2","F","2","1","Yes","Yes","Churn",5640,165.882352941176,1161.17647058824,4976.47058823529,60547.0588235294,564,10,9,0,10,0.294117647058824,2.05882352941176,8.82352941176471,107.352941176471,11756,5600,1175.6,416,0
"968","2","F","2","1","No","Yes","Churn",16800,579.310344827586,4055.1724137931,17379.3103448276,211448.275862069,1680,10,10,0,10,0.344827586206897,2.41379310344828,10.3448275862069,125.862068965517,16800,5600,1680,421,0
"969","2","F","2","1","Yes","Yes","Not_Churn",62124,140.234762979684,981.643340857788,4207.04288939052,51185.6884875847,1380.53333333333,45,41,10,35,0.101580135440181,0.711060948081264,3.04740406320542,37.0767494356659,67584,6006,1501.86666666667,7,0
"970","2","M","2","1","Yes","Yes","Churn",9600,160,1120,4800,58400,872.727272727273,11,10,0,11,0.183333333333333,1.28333333333333,5.5,66.9166666666667,13760,5600,1250.90909090909,390,0
"971","2","F","2","1","Yes","Yes","Not_Churn",121768.5,273.023542600897,1911.16479820628,8190.70627802691,99653.5930493273,1432.57058823529,85,57,12,73,0.190582959641256,1.33408071748879,5.71748878923767,69.5627802690583,126553,5219.5,1488.85882352941,4,0
"972","1","F","1","1","NO","No","Churn",100,100,100,100,100,100,1,1,0,1,1,1,1,1,0,0,0,446,0
"973","2","M","2","1","Yes","Yes","Not_Churn",129000,573.333333333333,4013.33333333333,17200,209266.666666667,2150,60,48,11,49,0.266666666666667,1.86666666666667,8,97.3333333333333,135050,38940,2250.83333333333,225,0
"974","1","M","1","1","NO","No","Not_Churn",6,0.0239043824701195,0.167330677290837,0.717131474103586,8.72509960159363,1.5,4,4,0,4,0.0159362549800797,0.111553784860558,0.47808764940239,5.81673306772908,0,0,0,170,0
"975","2","M","2","1","No","Yes","Not_Churn",25980,71.9667590027701,503.767313019391,2159.0027700831,26267.8670360111,604.186046511628,43,39,12,31,0.119113573407202,0.833795013850416,3.57340720221607,43.4764542936288,25980,5040,604.186046511628,89,0
"976","3","F","3","1","Yes","Yes","Not_Churn",203044,542.898395721925,3800.28877005348,16286.9518716578,198157.914438503,1293.27388535032,157,128,51,106,0.419786096256685,2.93850267379679,12.5935828877005,153.22192513369,209045.6,5600,1331.50063694268,76,0
"977","2","M","2","1","No","Yes","Not_Churn",146910,373.81679389313,2616.71755725191,11214.5038167939,136443.129770992,1088.22222222222,135,103,13,122,0.343511450381679,2.40458015267176,10.3053435114504,125.381679389313,148231,5600,1098.00740740741,57,0
"978","2","M","2","1","Yes","Yes","Not_Churn",237390,554.64953271028,3882.54672897196,16639.4859813084,202447.079439252,1707.84172661871,139,118,56,83,0.324766355140187,2.27336448598131,9.74299065420561,118.539719626168,242890,5600,1747.41007194245,22,0
"979","2","F","2","1","Yes","Yes","Not_Churn",120636,268.08,1876.56,8042.4,97849.2,1471.17073170732,82,63,64,18,0.182222222222222,1.27555555555556,5.46666666666667,66.5111111111111,126686,6160,1544.9512195122,0,0
"980","2","F","2","1","Yes","Yes","Not_Churn",90000,245.231607629428,1716.62125340599,7356.94822888283,89509.5367847411,1607.14285714286,56,46,39,17,0.152588555858311,1.06811989100817,4.57765667574932,55.6948228882834,96050,6050,1715.17857142857,83,0
"981","2","M","2","1","Yes","Yes","Churn",15628,339.739130434783,2378.17391304348,10192.1739130435,124004.782608696,781.4,20,20,1,19,0.434782608695652,3.04347826086957,13.0434782608696,158.695652173913,21598.8,5488,1079.94,401,0
"982","2","M","2","1","No","Yes","Not_Churn",56820,469.586776859504,3287.10743801653,14087.6033057851,171399.173553719,1456.92307692308,39,37,0,39,0.322314049586777,2.25619834710744,9.66942148760331,117.644628099174,56800,5600,1456.41025641026,329,0
"983","1","M","1","1","NO","No","Churn",100,100,100,100,100,100,1,1,0,1,1,1,1,1,0,0,0,450,0
"984","2","F","2","1","Yes","Yes","Not_Churn",156216.91,348.698459821429,2440.88921875,10460.9537946429,127274.937834821,1531.53833333333,102,79,25,77,0.227678571428571,1.59375,6.83035714285714,83.1026785714286,161716,5600,1585.45098039216,2,0
"985","2","M","2","1","Yes","Yes","Not_Churn",278347.12,624.09668161435,4368.67677130045,18722.9004484305,227795.288789238,1618.29720930233,172,134,75,97,0.385650224215247,2.69955156950673,11.5695067264574,140.762331838565,283816.24,6006,1650.09441860465,4,0
"986","2","M","2","1","Yes","Yes","Churn",3000,1500,10500,45000,547500,300,10,3,0,10,5,35,150,1825,3000,1000,300,445,0
"987","2","F","2","1","Yes","Yes","Not_Churn",162280.91,369.660387243736,2587.62271070615,11089.8116173121,134926.041343964,1363.70512605042,119,92,76,43,0.271070615034169,1.89749430523918,8.13211845102506,98.9407744874715,164779.91,5600,1384.70512605042,11,0
"988","2","F","2","1","Yes","Yes","Churn",5600,164.705882352941,1152.94117647059,4941.17647058824,60117.6470588235,700,8,8,0,8,0.235294117647059,1.64705882352941,7.05882352941176,85.8823529411765,11760,5600,1470,415,0
"989","2","F","2","1","NO","No","Not_Churn",250,0.726744186046512,5.08720930232558,21.8023255813953,265.261627906977,62.5,4,4,0,4,0.0116279069767442,0.0813953488372093,0.348837209302326,4.24418604651163,100,100,25,103,100
"990","2","M","2","1","Yes","Yes","Not_Churn",192484,434.501128668172,3041.5079006772,13035.0338600451,158592.911963883,1425.80740740741,135,112,37,98,0.304740406320542,2.13318284424379,9.14221218961625,111.230248306998,192899.46,5600,1428.88488888889,7,0
"991","2","M","2","1","Yes","Yes","Not_Churn",39202,417.042553191489,2919.29787234043,12511.2765957447,152220.531914894,1031.63157894737,38,36,0,38,0.404255319148936,2.82978723404255,12.1276595744681,147.553191489362,45359.8,5600,1193.67894736842,356,0
"992","2","M","2","1","Yes","Yes","Not_Churn",57000,401.408450704225,2809.85915492958,12042.2535211268,146514.084507042,1187.5,48,38,9,39,0.338028169014085,2.36619718309859,10.1408450704225,123.380281690141,56920,5600,1185.83333333333,308,0
"993","3","M","3","0","NO","No","Not_Churn",2500,357.142857142857,2500,10714.2857142857,130357.142857143,192.307692307692,13,8,5,8,1.85714285714286,13,55.7142857142857,677.857142857143,2500,700,192.307692307692,96,0
"994","2","F","2","1","Yes","Yes","Not_Churn",140000,369.393139841689,2585.75197889182,11081.7941952507,134828.496042216,1609.19540229885,87,69,18,69,0.229551451187335,1.60686015831135,6.88654353562005,83.7862796833773,145500,6050,1672.41379310345,14,0
"995","2","F","2","1","Yes","Yes","Churn",22400,497.777777777778,3484.44444444444,14933.3333333333,181688.888888889,1244.44444444444,18,18,0,18,0.4,2.8,12,146,28560,5600,1586.66666666667,405,0
"996","2","F","2","1","NO","No","Not_Churn",200,200,200,200,200,66.6666666666667,3,0,0,3,3,3,3,3,100,100,33.3333333333333,101,100
"997","2","F","2","1","NO","No","Churn",1600,800,5600,24000,292000,200,8,8,0,8,4,28,120,1460,1550,550,193.75,448,50
"998","2","M","2","1","Yes","Yes","Churn",5640,165.882352941176,1161.17647058824,4976.47058823529,60547.0588235294,564,10,9,0,10,0.294117647058824,2.05882352941176,8.82352941176471,107.352941176471,11756,5600,1175.6,416,0
"999","2","M","2","1","Yes","Yes","Not_Churn",237700,564.608076009501,3952.25653206651,16938.242280285,206081.947743468,1710.07194244604,139,109,95,44,0.330166270783848,2.31116389548694,9.90498812351544,120.510688836105,243165.09,5600,1749.38913669065,29,0
"1000","2","M","2","1","Yes","Yes","Not_Churn",138400,538.52140077821,3769.64980544747,16155.6420233463,196560.311284047,1687.80487804878,82,62,29,53,0.319066147859922,2.23346303501946,9.57198443579767,116.459143968872,144450,5600,1761.58536585366,193,0
"1001","2","M","2","1","Yes","Yes","Not_Churn",191493,446.370629370629,3124.59440559441,13391.1188811189,162925.27972028,1348.54225352113,142,119,29,113,0.331002331002331,2.31701631701632,9.93006993006993,120.815850815851,196970,6017,1387.11267605634,21,0
"1002","1","M","1","1","NO","No","Not_Churn",100,0.980392156862745,6.86274509803922,29.4117647058824,357.843137254902,14.2857142857143,7,7,2,5,0.0686274509803922,0.480392156862745,2.05882352941176,25.0490196078431,18,5,2.57142857142857,344,0
"1003","2","M","2","1","Yes","Yes","Not_Churn",40080,426.382978723404,2984.68085106383,12791.4893617021,155629.787234043,1336,30,28,0,30,0.319148936170213,2.23404255319149,9.57446808510638,116.489361702128,45272,5600,1509.06666666667,356,0
"1004","2","M","2","1","Yes","Yes","Not_Churn",56824.91,477.52025210084,3342.64176470588,14325.6075630252,174294.892016807,1291.47522727273,44,43,31,13,0.369747899159664,2.58823529411765,11.0924369747899,134.957983193277,62557.51,5600,1421.76159090909,331,0
"1005","2","M","2","1","No","Yes","Not_Churn",23460,120.927835051546,846.494845360825,3627.83505154639,44138.6597938144,902.307692307692,26,24,6,20,0.134020618556701,0.938144329896907,4.02061855670103,48.9175257731959,29466,5600,1133.30769230769,256,0
"1006","2","M","2","1","No","Yes","Not_Churn",13428,34.7875647668394,243.512953367876,1043.62694300518,12697.4611398964,1032.92307692308,13,12,3,10,0.0336787564766839,0.235751295336788,1.01036269430052,12.2927461139896,13428,4609,1032.92307692308,64,0
"1007","2","M","2","1","Yes","Yes","Not_Churn",237460,531.230425055928,3718.6129753915,15936.9127516779,193899.105145414,1733.28467153285,137,95,98,39,0.306487695749441,2.14541387024608,9.19463087248322,111.868008948546,242960,5600,1773.43065693431,3,0
"1008","2","M","2","1","No","Yes","Not_Churn",17920,51.3467048710602,359.426934097421,1540.40114613181,18741.547277937,1280,14,14,6,8,0.0401146131805158,0.28080229226361,1.20343839541547,14.6418338108883,17920,5600,1280,93,0
"1009","2","M","2","1","No","Yes","Not_Churn",77360,230.238095238095,1611.66666666667,6907.14285714286,84036.9047619048,1547.2,50,43,32,18,0.148809523809524,1.04166666666667,4.46428571428571,54.3154761904762,77321.09,9000,1546.4218,93,0
"1010","1","M","1","1","NO","No","Churn",200,200,200,200,200,33.3333333333333,6,0,0,6,6,6,6,6,200,134,33.3333333333333,444,0
"1011","2","M","2","1","No","Yes","Not_Churn",17970,48.4366576819407,339.056603773585,1453.09973045822,17679.3800539084,1057.05882352941,17,13,0,17,0.045822102425876,0.320754716981132,1.37466307277628,16.7250673854447,17920,5600,1054.11764705882,79,0
"1012","2","F","2","1","Yes","Yes","Churn",5130,150.882352941176,1056.17647058824,4526.47058823529,55072.0588235294,513,10,9,0,10,0.294117647058824,2.05882352941176,8.82352941176471,107.352941176471,10575,5040,1057.5,416,0
"1013","2","M","2","1","Yes","Yes","Not_Churn",229123.52,526.720735632184,3687.04514942529,15801.6220689655,192253.068505747,1414.34271604938,162,112,72,90,0.372413793103448,2.60689655172414,11.1724137931034,135.931034482759,234579.04,6034.6,1448.0187654321,15,0
"1014","2","M","2","1","Yes","Yes","Not_Churn",141372,405.077363896848,2835.54154727794,12152.3209169054,147853.23782235,1643.86046511628,86,61,1,85,0.246418338108883,1.72492836676218,7.39255014326648,89.9426934097421,147422,6116,1714.20930232558,101,0
"1015","2","M","2","1","No","Yes","Churn",4302.4,122.925714285714,860.48,3687.77142857143,44867.8857142857,391.127272727273,11,10,0,11,0.314285714285714,2.2,9.42857142857143,114.714285714286,4300.8,1478.4,390.981818181818,415,0
"1016","2","M","2","1","Yes","Yes","Not_Churn",90134.91,216.150863309353,1513.05604316547,6484.52589928058,78895.0651079137,1386.69092307692,65,59,43,22,0.155875299760192,1.09112709832134,4.67625899280576,56.89448441247,96260.47,6034.6,1480.93030769231,33,0
"1017","2","M","2","1","Yes","Yes","Not_Churn",274765.6,627.318721461187,4391.23105022831,18819.5616438356,228971.333333333,1112.41133603239,247,215,51,196,0.563926940639269,3.94748858447489,16.9178082191781,205.833333333333,280246.58,5600,1134.60153846154,12,0
"1018","1","M","1","1","NO","No","Churn",150,150,150,150,150,150,1,1,0,1,1,1,1,1,0,0,0,450,0
"1019","2","M","2","1","Yes","Yes","Churn",5640,165.882352941176,1161.17647058824,4976.47058823529,60547.0588235294,564,10,8,0,10,0.294117647058824,2.05882352941176,8.82352941176471,107.352941176471,11756,5600,1175.6,413,0
"1020","2","M","2","1","No","Yes","Not_Churn",26660,66.8170426065163,467.719298245614,2004.51127819549,24388.2205513784,833.125,32,25,3,29,0.0802005012531328,0.56140350877193,2.40601503759398,29.2731829573935,30660,5600,958.125,51,0
"1021","2","M","2","1","Yes","Yes","Not_Churn",22540,232.371134020619,1626.59793814433,6971.13402061856,84815.4639175258,1127,20,16,0,20,0.206185567010309,1.44329896907216,6.18556701030928,75.2577319587629,28546,5600,1427.3,353,0
"1022","1","F","1","1","NO","No","Not_Churn",100,100,100,100,100,100,1,1,1,0,1,1,1,1,0,0,0,310,0
"1023","1","M","1","1","NO","No","Churn",150,75,525,2250,27375,18.75,8,8,0,8,4,28,120,1460,150,78,18.75,411,0
"1024","2","F","2","1","No","Yes","Churn",22480,374.666666666667,2622.66666666667,11240,136753.333333333,1124,20,19,0,20,0.333333333333333,2.33333333333333,10,121.666666666667,28552,5600,1427.6,388,0
"1025","1","M","1","1","NO","No","Churn",100,100,100,100,100,33.3333333333333,3,3,0,3,3,3,3,3,6,5,2,450,0
"1026","2","F","2","1","Yes","Yes","Not_Churn",36800,84.5977011494253,592.183908045977,2537.93103448276,30878.1609195402,350.47619047619,105,81,25,80,0.241379310344828,1.68965517241379,7.24137931034483,88.1034482758621,36800,1210,350.47619047619,1,0
"1027","2","F","2","1","Yes","Yes","Churn",5376,158.117647058824,1106.82352941176,4743.52941176471,57712.9411764706,672,8,8,0,8,0.235294117647059,1.64705882352941,7.05882352941176,85.8823529411765,11289.6,5376,1411.2,415,0
"1028","2","F","2","1","Yes","Yes","Not_Churn",88300,224.111675126904,1568.78172588832,6723.35025380711,81800.7614213198,1698.07692307692,52,33,9,43,0.131979695431472,0.923857868020305,3.95939086294416,48.1725888324873,93760,5600,1803.07692307692,22,0
"1029","2","M","2","1","Yes","Yes","Not_Churn",39950,172.943722943723,1210.60606060606,5188.31168831169,63124.4588744589,1377.58620689655,29,26,10,19,0.125541125541126,0.878787878787879,3.76623376623377,45.8225108225108,45967,6160,1585.06896551724,219,0
"1030","2","M","2","1","Yes","Yes","Not_Churn",254200,587.066974595843,4109.4688221709,17612.0092378753,214279.445727483,1765.27777777778,144,117,45,99,0.33256351039261,2.32794457274827,9.97690531177829,121.385681293303,259699.09,5600,1803.46590277778,17,0
"1031","2","M","2","1","Yes","Yes","Churn",5680,167.058823529412,1169.41176470588,5011.76470588235,60976.4705882353,436.923076923077,13,12,0,13,0.382352941176471,2.67647058823529,11.4705882352941,139.558823529412,11752,5600,904,416,0
"1032","2","M","2","1","Yes","Yes","Not_Churn",86997,227.740837696335,1594.18586387435,6832.22513089005,83125.4057591623,1011.59302325581,86,78,78,8,0.225130890052356,1.57591623036649,6.75392670157068,82.17277486911,90723.2,3976,1054.92093023256,68,0
"1033","2","M","2","1","Yes","Yes","Not_Churn",11900,28.3333333333333,198.333333333333,850,10341.6666666667,495.833333333333,24,23,6,18,0.0571428571428571,0.4,1.71428571428571,20.8571428571429,14910,5600,621.25,30,0
"1034","2","M","2","1","Yes","Yes","Not_Churn",121884,499.524590163934,3496.67213114754,14985.737704918,182326.475409836,1504.74074074074,81,51,58,23,0.331967213114754,2.32377049180328,9.95901639344262,121.168032786885,127896.6,5600,1578.97037037037,206,0
"1035","2","M","2","1","Yes","Yes","Not_Churn",39200,404.123711340206,2828.86597938144,12123.7113402062,147505.154639175,1400,28,27,0,28,0.288659793814433,2.02061855670103,8.65979381443299,105.360824742268,45360,5600,1620,353,0
"1036","2","F","2","1","No","Yes","Churn",16128,329.142857142857,2304,9874.28571428571,120137.142857143,537.6,30,27,13,17,0.612244897959184,4.28571428571429,18.3673469387755,223.469387755102,16128,1792,537.6,398,0
"1037","2","F","2","1","Yes","Yes","Not_Churn",223844,520.567441860465,3643.97209302326,15617.023255814,190007.11627907,1482.41059602649,151,118,44,107,0.351162790697674,2.45813953488372,10.5348837209302,128.174418604651,229850,5962,1522.18543046358,18,0
"1038","2","F","2","1","Yes","Yes","Not_Churn",100500,227.37556561086,1591.62895927602,6821.26696832579,82992.0814479638,1142.04545454545,88,71,17,71,0.199095022624434,1.39366515837104,5.97285067873303,72.6696832579186,106539.44,6116,1210.67545454545,8,0
"1039","2","F","2","1","Yes","Yes","Not_Churn",190900,444.988344988345,3114.91841491841,13349.6503496503,162420.745920746,1645.68965517241,116,87,21,95,0.27039627039627,1.89277389277389,8.11188811188811,98.6946386946387,196400,5600,1693.10344827586,21,0
"1040","2","F","2","1","No","Yes","Churn",5640,165.882352941176,1161.17647058824,4976.47058823529,60547.0588235294,564,10,10,0,10,0.294117647058824,2.05882352941176,8.82352941176471,107.352941176471,11756,5600,1175.6,415,0
"1041","2","F","2","1","Yes","Yes","Churn",5600,164.705882352941,1152.94117647059,4941.17647058824,60117.6470588235,700,8,7,0,8,0.235294117647059,1.64705882352941,7.05882352941176,85.8823529411765,11760,5600,1470,416,0
"1042","2","F","2","1","Yes","Yes","Not_Churn",114435.28,267.37214953271,1871.60504672897,8021.16448598131,97590.8345794393,1271.50311111111,90,67,44,46,0.210280373831776,1.47196261682243,6.30841121495327,76.7523364485981,119794.56,6116,1331.05066666667,22,0
"1043","2","M","2","1","Yes","Yes","Not_Churn",39902,100.508816120907,703.561712846348,3015.2644836272,36685.717884131,1287.16129032258,31,25,3,28,0.0780856423173804,0.546599496221662,2.34256926952141,28.5012594458438,45919,6116,1481.25806451613,52,0
"1044","2","M","2","1","No","Yes","Not_Churn",50097,147.778761061947,1034.45132743363,4433.36283185841,53939.2477876106,963.403846153846,52,48,0,52,0.153392330383481,1.07374631268437,4.60176991150442,55.9882005899705,53957.5,4760,1037.64423076923,111,0
"1045","2","M","2","1","No","Yes","Not_Churn",5208,18.1463414634146,127.024390243902,544.390243902439,6623.41463414634,400.615384615385,13,12,0,13,0.0452961672473868,0.317073170731707,1.3588850174216,16.5331010452962,5208,1694,400.615384615385,163,0
"1046","1","F","1","1","NO","No","Not_Churn",9790,890,6230,26700,324850,652.666666666667,15,9,11,4,1.36363636363636,9.54545454545454,40.9090909090909,497.727272727273,9766,4950,651.066666666667,92,0
"1047","2","M","2","1","No","Yes","Not_Churn",34338,95.6490250696379,669.543175487465,2869.47075208914,34911.8941504178,1320.69230769231,26,25,14,12,0.0724233983286908,0.506963788300836,2.17270194986072,26.4345403899721,34338,6116,1320.69230769231,91,0
"1048","2","F","2","1","Yes","Yes","Not_Churn",221110.91,496.878449438202,3478.14914606742,14906.3534831461,181360.634044944,1700.85315384615,130,99,34,96,0.292134831460674,2.04494382022472,8.76404494382022,106.629213483146,226610,5600,1743.15384615385,5,0
"1049","3","F","3","1","Yes","Yes","Not_Churn",190466.91,441.918584686775,3093.43009280742,13257.5575406032,161300.283410673,1641.95612068966,116,98,45,71,0.269141531322506,1.88399071925754,8.07424593967517,98.2366589327146,195726.91,6039,1687.30094827586,18,200
"1050","2","F","2","1","Yes","Yes","Not_Churn",6200,14.027149321267,98.1900452488688,420.814479638009,5119.90950226244,387.5,16,10,3,13,0.0361990950226244,0.253393665158371,1.08597285067873,13.2126696832579,8452,3360,528.25,0,0
"1051","2","F","2","1","Yes","Yes","Not_Churn",21964,50.3761467889908,352.633027522936,1511.28440366972,18387.2935779817,1220.22222222222,18,18,0,18,0.0412844036697248,0.288990825688073,1.23853211009174,15.0688073394495,27230,5500,1512.77777777778,13,0
"1052","2","M","2","1","Yes","Yes","Not_Churn",106788,244.926605504587,1714.48623853211,7347.79816513761,89398.2110091743,1483.16666666667,72,60,26,46,0.165137614678899,1.15596330275229,4.95412844036697,60.2752293577982,112728,6094,1565.66666666667,13,0
"1053","2","M","2","1","Yes","Yes","Churn",5600,164.705882352941,1152.94117647059,4941.17647058824,60117.6470588235,700,8,8,0,8,0.235294117647059,1.64705882352941,7.05882352941176,85.8823529411765,11760,5600,1470,415,0
"1054","3","M","3","1","Yes","Yes","Not_Churn",151556.91,361.711002386635,2531.97701670644,10851.330071599,132024.515871122,1546.49908163265,98,96,43,55,0.233890214797136,1.63723150357995,7.01670644391408,85.3699284009546,156996.91,6105,1602.00928571429,28,60
"1055","1","M","1","1","NO","No","Churn",110,2.07547169811321,14.5283018867925,62.2641509433962,757.547169811321,22,5,1,4,1,0.0943396226415094,0.660377358490566,2.83018867924528,34.4339622641509,110,50,22,395,0
"1056","2","M","2","1","Yes","Yes","Not_Churn",193963,450.030162412993,3150.21113689095,13500.9048723898,164261.009280742,1447.48507462687,134,83,60,74,0.310904872389791,2.17633410672854,9.32714617169374,113.480278422274,199158,5984,1486.25373134328,17,0
"1057","3","F","3","1","Yes","Yes","Not_Churn",43406,96.6726057906459,676.708240534521,2900.17817371938,35285.5011135857,276.471337579618,157,130,54,103,0.349665924276169,2.44766146993318,10.4899777282851,127.628062360802,49075.6,6000,312.583439490446,0,75
"1058","1","M","1","1","NO","No","Churn",1000,500,3500,15000,182500,250,4,4,0,4,2,14,60,730,1000,940,250,447,0
"1059","2","F","2","1","Yes","Yes","Not_Churn",95450,223.014018691589,1561.09813084112,6690.42056074766,81400.1168224299,964.141414141414,99,79,45,54,0.231308411214953,1.61915887850467,6.9392523364486,84.4275700934579,98122.56,5600,991.13696969697,20,0
"1060","2","F","2","1","Yes","Yes","Not_Churn",26200,59.6810933940775,417.767653758542,1790.43280182232,21783.5990888383,545.833333333333,48,42,6,42,0.109339407744875,0.765375854214123,3.28018223234624,39.9088838268793,30460,5600,634.583333333333,9,0
"1061","2","M","2","1","Yes","Yes","Not_Churn",112670,256.651480637813,1796.56036446469,7699.5444191344,93677.7904328018,1280.34090909091,88,72,23,65,0.200455580865604,1.40318906605923,6.01366742596811,73.1662870159453,118676,6138,1348.59090909091,9,0
"1062","1","M","1","1","NO","No","Churn",100,100,100,100,100,100,1,1,0,1,1,1,1,1,0,0,0,448,0
"1063","2","M","2","1","No","Yes","Not_Churn",62700,215.463917525773,1508.24742268041,6463.9175257732,78644.3298969072,1045,60,47,32,28,0.206185567010309,1.44329896907216,6.18556701030928,75.2577319587629,62700,3360,1045,157,0
"1064","2","F","2","1","Yes","Yes","Not_Churn",186535.09,536.020373563218,3752.14261494253,16080.6112068966,195647.436350575,1402.51947368421,133,123,41,92,0.382183908045977,2.67528735632184,11.4655172413793,139.497126436782,191959.09,5600,1443.30142857143,100,0
"1065","2","M","2","1","No","Yes","Not_Churn",8640,25.6379821958457,179.46587537092,769.139465875371,9357.86350148368,664.615384615385,13,13,0,13,0.0385756676557863,0.270029673590504,1.15727002967359,14.080118694362,13256,5600,1019.69230769231,105,0
"1066","2","M","2","1","Yes","Yes","Churn",5600,164.705882352941,1152.94117647059,4941.17647058824,60117.6470588235,700,8,8,0,8,0.235294117647059,1.64705882352941,7.05882352941176,85.8823529411765,11760,5600,1470,415,0
"1067","2","M","2","1","Yes","Yes","Not_Churn",204400,458.295964125561,3208.07174887892,13748.8789237668,167278.02690583,1661.78861788618,123,90,92,31,0.275784753363229,1.9304932735426,8.27354260089686,100.661434977578,209900,5600,1706.50406504065,3,0
"1068","2","M","2","1","Yes","Yes","Not_Churn",13194,31.0447058823529,217.312941176471,931.341176470588,11331.3176470588,599.727272727273,22,19,0,22,0.0517647058823529,0.362352941176471,1.55294117647059,18.8941176470588,15560,5600,707.272727272727,22,0
"1069","1","M","1","1","NO","No","Not_Churn",200,200,200,200,200,200,1,1,0,1,1,1,1,1,0,0,0,104,0
"1070","2","M","2","1","NO","No","Churn",600,300,2100,9000,109500,60,10,3,0,10,5,35,150,1825,600,200,60,436,0
"1071","2","F","2","1","Yes","Yes","Not_Churn",47937.27,413.252327586207,2892.76629310345,12397.5698275862,150837.099568965,1229.16076923077,39,29,18,21,0.336206896551724,2.35344827586207,10.0862068965517,122.715517241379,52802.27,4760,1353.90435897436,331,0
"1072","2","F","2","1","Yes","Yes","Not_Churn",40950,110.377358490566,772.641509433962,3311.32075471698,40287.7358490566,952.325581395349,43,32,14,29,0.115902964959569,0.811320754716981,3.47708894878706,42.3045822102426,46990.34,6129,1092.79860465116,78,0
"1073","2","M","2","1","NO","No","Churn",340,340,340,340,340,56.6666666666667,6,6,0,6,6,6,6,6,220,120,36.6666666666667,447,20
"1074","2","M","2","1","No","Yes","Not_Churn",4215,110.921052631579,776.447368421053,3327.63157894737,40486.1842105263,468.333333333333,9,6,0,9,0.236842105263158,1.65789473684211,7.10526315789474,86.4473684210526,8653.5,4125,961.5,164,0
"1075","1","M","1","1","NO","No","Churn",60,60,60,60,60,60,1,1,0,1,1,1,1,1,0,0,0,447,0
"1076","1","M","1","1","NO","No","Churn",200,28.5714285714286,200,857.142857142857,10428.5714285714,50,4,4,0,4,0.571428571428571,4,17.1428571428571,208.571428571429,200,140,50,439,0
