"","No_ofProducts","GenderID","TransactedProducts","HasFixedDeposit","HasActiveLoans","LoanHistory","ChurnStatus","Total_Deposits","Total_Deposits_per_day","Total_Deposits_per_week","Total_Deposits_per_month","Total_Deposits_per_year","Av_Deposits","No_Trx","WeekdayTrx","EndMonthTrxs","MidMonthTrxs","Transactions_per_day","Transactions_per_week","Transactions_per_month","Transactions_per_year","Total_Withdrawals","Max_Withdrawals","Av_Withdrawals","days_since_last_trx","LastDepositBalance"
"8883","1","M","1","1","NO","No","Not_Churn",3,3,3,3,3,3,1,1,0,1,1,1,1,1,0,0,0,345,0
"8884","2","F","2","1","NO","No","Not_Churn",10.55,0.0190777576853526,0.133544303797468,0.572332730560579,6.96338155515371,0.479545454545455,22,17,22,0,0.0397830018083183,0.278481012658228,1.19349005424955,14.5207956600362,5,5,0.227272727272727,0,5.55
"8885","1","M","1","1","NO","No","Churn",3,3,3,3,3,3,1,1,0,1,1,1,1,1,0,0,0,565,0
"8886","1","M","1","1","NO","No","Churn",412,4.68181818181818,32.7727272727273,140.454545454545,1708.86363636364,13.7333333333333,30,20,7,23,0.340909090909091,2.38636363636364,10.2272727272727,124.431818181818,412,120,13.7333333333333,407,0
"8887","2","M","2","1","NO","No","Not_Churn",6.23,0.0179538904899135,0.125677233429395,0.538616714697406,6.55317002881844,0.415333333333333,15,9,12,3,0.0432276657060519,0.302593659942363,1.29682997118156,15.7780979827089,3,3,0.2,0,3.23
"8888","1","M","1","1","NO","No","Churn",5,5,5,5,5,5,1,1,0,1,1,1,1,1,0,0,0,565,0
"8889","1","M","1","1","NO","No","Churn",300,27.2727272727273,190.909090909091,818.181818181818,9954.54545454545,150,2,1,0,2,0.181818181818182,1.27272727272727,5.45454545454546,66.3636363636364,300,300,150,413,0
"8890","2","M","2","1","NO","No","Not_Churn",75.14,1.83268292682927,12.8287804878049,54.980487804878,668.929268292683,9.3925,8,8,2,6,0.195121951219512,1.36585365853659,5.85365853658537,71.219512195122,75.02,25,9.3775,78,0.12
"8891","1","M","1","1","NO","No","Churn",200,66.6666666666667,466.666666666667,2000,24333.3333333333,100,2,1,1,1,0.666666666666667,4.66666666666667,20,243.333333333333,200,200,100,553,0
"8892","1","M","1","1","NO","No","Churn",2,2,2,2,2,2,1,1,0,1,1,1,1,1,0,0,0,498,0
"8893","1","M","1","1","NO","No","Not_Churn",256,1.06666666666667,7.46666666666667,32,389.333333333333,32,8,8,4,4,0.0333333333333333,0.233333333333333,1,12.1666666666667,253,100,31.625,245,0
"8894","1","M","1","1","NO","No","Churn",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,565,0
"8895","2","M","2","1","NO","No","Not_Churn",6.25,0.0161917098445596,0.113341968911917,0.485751295336788,5.90997409326425,0.390625,16,13,13,3,0.0414507772020725,0.290155440414508,1.24352331606218,15.1295336787565,3,3,0.1875,0,3.25
"8896","2","M","2","1","NO","No","Not_Churn",62.81,0.135658747300216,0.949611231101512,4.06976241900648,49.5154427645788,1.79457142857143,35,27,35,0,0.0755939524838013,0.529157667386609,2.26781857451404,27.5917926565875,30.46,30,0.870285714285714,0,32.35
"8897","1","M","1","1","NO","No","Not_Churn",775,3.95408163265306,27.6785714285714,118.622448979592,1443.23979591837,51.6666666666667,15,9,6,9,0.076530612244898,0.535714285714286,2.29591836734694,27.9336734693878,775,220,51.6666666666667,358,0
"8898","1","M","1","1","NO","No","Churn",9,0.310344827586207,2.17241379310345,9.31034482758621,113.275862068966,4.5,2,1,0,2,0.0689655172413793,0.482758620689655,2.06896551724138,25.1724137931034,9,9,4.5,536,0
"8899","1","M","1","1","NO","No","Churn",500.02,25.001,175.007,750.03,9125.365,100.004,5,4,2,3,0.25,1.75,7.5,91.25,500,200,100,545,0
"8900","1","M","1","1","NO","No","Churn",50,50,50,50,50,25,2,2,0,2,2,2,2,2,45,45,22.5,565,0
"8901","2","M","2","1","NO","No","Not_Churn",152.31,0.269575221238938,1.88702654867257,8.08725663716814,98.3949557522124,3.46159090909091,44,34,40,4,0.0778761061946903,0.545132743362832,2.33628318584071,28.4247787610619,130.37,110,2.96295454545455,0,21.92
"8902","1","M","1","1","NO","No","Not_Churn",21,0.0716723549488055,0.501706484641638,2.15017064846416,26.160409556314,3,7,3,3,4,0.0238907849829352,0.167235494880546,0.716723549488055,8.72013651877133,16,10,2.28571428571429,250,0
"8903","2","M","2","1","NO","No","Churn",300.3,14.3,100.1,429,5219.5,27.3,11,8,2,9,0.523809523809524,3.66666666666667,15.7142857142857,191.190476190476,300.05,100,27.2772727272727,544,0.25
"8904","1","M","1","1","NO","No","Churn",450,450,450,450,450,225,2,2,0,2,2,2,2,2,450,450,225,565,0
"8905","2","M","2","1","NO","No","Not_Churn",31.73,0.056258865248227,0.393812056737589,1.68776595744681,20.5344858156028,0.77390243902439,41,28,38,3,0.0726950354609929,0.50886524822695,2.18085106382979,26.5336879432624,15.26,15,0.37219512195122,0,16.47
"8906","1","M","1","1","NO","No","Churn",100,50,350,1500,18250,50,2,2,0,2,1,7,30,365,100,100,50,558,0
"8907","1","M","1","1","NO","No","Churn",4,4,4,4,4,4,1,1,0,1,1,1,1,1,0,0,0,565,0
"8908","2","M","2","1","NO","No","Not_Churn",68.58,0.175846153846154,1.23092307692308,5.27538461538462,64.1838461538461,2.3648275862069,29,23,26,3,0.0743589743589744,0.520512820512821,2.23076923076923,27.1410256410256,33.39,33,1.15137931034483,0,35.19
"8909","2","M","2","1","NO","No","Not_Churn",1901.46,3.36541592920354,23.5579115044248,100.962477876106,1228.37681415929,47.5365,40,31,31,9,0.0707964601769911,0.495575221238938,2.12389380530973,25.8407079646018,1900.2,1000,47.505,0,1.25
"8910","3","M","3","0","NO","No","Churn",28271.92,151.186737967914,1058.3071657754,4535.60213903743,55183.1593582888,883.4975,32,20,0,32,0.171122994652406,1.19786096256684,5.13368983957219,62.4598930481283,28271.78,5061,883.493125,378,0
"8911","2","M","2","1","NO","No","Not_Churn",2060,4.03921568627451,28.2745098039216,121.176470588235,1474.3137254902,82.4,25,19,9,16,0.0490196078431373,0.343137254901961,1.47058823529412,17.8921568627451,2060,300,82.4,21,0
"8912","1","M","1","1","NO","No","Churn",4450,317.857142857143,2225,9535.71428571429,116017.857142857,261.764705882353,17,13,15,2,1.21428571428571,8.5,36.4285714285714,443.214285714286,4450,1600,261.764705882353,509,0
"8913","1","M","1","1","NO","No","Churn",300,300,300,300,300,50,6,6,0,6,6,6,6,6,300,100,50,559,0
"8914","2","M","2","1","NO","No","Churn",24.02,0.461923076923077,3.23346153846154,13.8576923076923,168.601923076923,2.66888888888889,9,8,2,7,0.173076923076923,1.21153846153846,5.19230769230769,63.1730769230769,24,6,2.66666666666667,508,0.02
"8915","1","M","1","1","NO","No","Not_Churn",28501.01,113.54984063745,794.848884462151,3406.49521912351,41445.6918326693,838.265,34,23,12,22,0.135458167330677,0.948207171314741,4.06374501992032,49.4422310756972,28500.13,3500,838.239117647059,275,0
"8916","1","M","1","1","NO","No","Not_Churn",10,10,10,10,10,10,1,1,1,0,1,1,1,1,0,0,0,182,0
"8917","2","M","2","1","NO","No","Not_Churn",314.01,0.679675324675325,4.75772727272727,20.3902597402597,248.081493506494,8.97171428571429,35,27,35,0,0.0757575757575758,0.53030303030303,2.27272727272727,27.6515151515152,152.11,150,4.346,0,161.9
"8918","1","M","1","1","NO","No","Churn",6,6,6,6,6,6,1,0,0,1,1,1,1,1,0,0,0,564,0
"8919","2","M","2","1","NO","No","Churn",3393,121.178571428571,848.25,3635.35714285714,44230.1785714286,282.75,12,3,0,12,0.428571428571429,3,12.8571428571429,156.428571428571,3393,590,282.75,536,0
"8920","3","M","3","0","NO","No","Not_Churn",57863.38,220.012851711027,1540.08996197719,6600.3855513308,80304.6908745247,997.644482758621,58,36,18,40,0.220532319391635,1.54372623574144,6.61596958174905,80.4942965779468,57862.14,6000,997.623103448276,295,0.77
"8921","1","M","1","1","NO","No","Not_Churn",2130,14.6896551724138,102.827586206897,440.689655172414,5361.72413793103,532.5,4,3,2,2,0.0275862068965517,0.193103448275862,0.827586206896552,10.0689655172414,2130,2050,532.5,348,0
"8922","1","M","1","1","NO","No","Churn",17,17,17,17,17,8.5,2,2,2,0,2,2,2,2,17,17,8.5,523,0
"8923","1","M","1","1","NO","No","Churn",5260.18,292.232222222222,2045.62555555556,8766.96666666667,106664.761111111,478.198181818182,11,8,5,6,0.611111111111111,4.27777777777778,18.3333333333333,223.055555555556,5260.03,1720,478.184545454545,546,0
"8924","2","M","2","1","NO","No","Not_Churn",500,83.3333333333333,583.333333333333,2500,30416.6666666667,35.7142857142857,14,7,0,14,2.33333333333333,16.3333333333333,70,851.666666666667,500,100,35.7142857142857,265,0
"8925","2","M","2","1","NO","No","Not_Churn",3000.45,6.29025157232704,44.0317610062893,188.707547169811,2295.94182389937,142.878571428571,21,17,15,6,0.0440251572327044,0.308176100628931,1.32075471698113,16.0691823899371,2800,1000,133.333333333333,0,0
"8926","2","M","2","1","NO","No","Not_Churn",1702.22,3.02348134991119,21.1643694493783,90.7044404973357,1103.57069271758,37.8271111111111,45,16,9,36,0.0799289520426288,0.559502664298401,2.39786856127886,29.1740674955595,1694.03,537,37.6451111111111,1,0.19
"8927","1","M","1","1","NO","No","Churn",8,8,8,8,8,8,1,0,0,1,1,1,1,1,0,0,0,564,0
"8928","1","M","1","1","NO","No","Churn",1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,564,0
"8929","1","M","1","1","NO","No","Churn",5,5,5,5,5,5,1,0,0,1,1,1,1,1,0,0,0,529,0
"8930","1","M","1","1","NO","No","Churn",105,0.65625,4.59375,19.6875,239.53125,26.25,4,1,2,2,0.025,0.175,0.75,9.125,100,100,25,403,0
"8931","1","M","1","1","NO","No","Churn",14,1.75,12.25,52.5,638.75,3.5,4,3,0,4,0.5,3.5,15,182.5,14,14,3.5,536,0
"8932","2","M","2","1","NO","No","Churn",8000,8000,56000,240000,2920000,1000,8,8,0,8,8,56,240,2920,8000,2000,1000,421,0
"8933","1","M","1","1","NO","No","Churn",254,7.6969696969697,53.8787878787879,230.909090909091,2809.39393939394,63.5,4,2,0,4,0.121212121212121,0.848484848484849,3.63636363636364,44.2424242424242,254,250,63.5,531,0
"8934","2","M","2","1","NO","No","Churn",300.23,16.6794444444444,116.756111111111,500.383333333333,6087.99722222222,37.52875,8,8,2,6,0.444444444444444,3.11111111111111,13.3333333333333,162.222222222222,300.03,100,37.50375,540,0.2
"8935","1","M","1","1","NO","No","Churn",115,3.02631578947368,21.1842105263158,90.7894736842105,1104.60526315789,19.1666666666667,6,4,1,5,0.157894736842105,1.10526315789474,4.73684210526316,57.6315789473684,115,100,19.1666666666667,526,0
"8936","1","M","1","1","NO","No","Churn",5,5,5,5,5,5,1,0,0,1,1,1,1,1,0,0,0,564,0
"8937","2","M","2","1","NO","No","Not_Churn",21000,1166.66666666667,8166.66666666667,35000,425833.333333333,466.666666666667,45,27,9,36,2.5,17.5,75,912.5,21000,5000,466.666666666667,6,0
"8938","1","M","1","1","NO","No","Churn",70,6.36363636363636,44.5454545454545,190.909090909091,2322.72727272727,14,5,2,0,5,0.454545454545455,3.18181818181818,13.6363636363636,165.909090909091,70,50,14,525,0
"8939","1","M","1","1","NO","No","Churn",20,0.238095238095238,1.66666666666667,7.14285714285714,86.9047619047619,10,2,0,0,2,0.0238095238095238,0.166666666666667,0.714285714285714,8.69047619047619,20,20,10,479,0
"8940","1","M","1","1","NO","No","Churn",5,0.185185185185185,1.2962962962963,5.55555555555556,67.5925925925926,2.5,2,2,0,2,0.0740740740740741,0.518518518518518,2.22222222222222,27.037037037037,5,5,2.5,531,0
"8941","1","M","1","1","NO","No","Churn",2,2,2,2,2,2,1,0,0,1,1,1,1,1,0,0,0,563,0
"8942","2","M","2","1","NO","No","Churn",400.1,33.3416666666667,233.391666666667,1000.25,12169.7083333333,23.5352941176471,17,13,8,9,1.41666666666667,9.91666666666667,42.5,517.083333333333,390.02,70,22.9423529411765,546,0.08
"8943","1","M","1","1","NO","No","Churn",200,200,1400,6000,73000,100,2,2,2,0,2,14,60,730,200,200,100,553,0
"8944","2","M","2","1","NO","No","Not_Churn",50,2.38095238095238,16.6666666666667,71.4285714285714,869.047619047619,5.55555555555556,9,9,2,7,0.428571428571429,3,12.8571428571429,156.428571428571,40,10,4.44444444444444,126,0
"8945","2","M","2","1","NO","No","Not_Churn",18286.02,32.4796092362345,227.357264653641,974.388277087034,11855.0573712256,109.497125748503,167,135,76,91,0.296625222024867,2.07637655417407,8.898756660746,108.268206039076,18272.52,3500,109.41628742515,0,2.5
"8946","1","M","1","1","NO","No","Churn",10,10,10,10,10,10,1,0,0,1,1,1,1,1,0,0,0,563,0
"8947","1","M","1","1","NO","No","Churn",200,33.3333333333333,233.333333333333,1000,12166.6666666667,50,4,4,0,4,0.666666666666667,4.66666666666667,20,243.333333333333,200,100,50,533,0
"8948","2","M","2","1","NO","No","Not_Churn",4058.03,50.725375,355.077625,1521.76125,18514.761875,84.5422916666667,48,39,16,32,0.6,4.2,18,219,4048,1119,84.3333333333333,82,0
"8949","2","M","2","1","NO","No","Not_Churn",10.56,0.0187566607460036,0.131296625222025,0.562699822380107,6.8461811722913,0.48,22,14,19,3,0.0390763765541741,0.273534635879218,1.17229129662522,14.2628774422735,5,5,0.227272727272727,0,5.56
"8950","2","F","2","1","NO","No","Not_Churn",6.37,0.0113143872113677,0.0792007104795737,0.33943161634103,4.1297513321492,0.289545454545455,22,14,19,3,0.0390763765541741,0.273534635879218,1.17229129662522,14.2628774422735,3,3,0.136363636363636,0,3.37
"8951","2","M","2","0","NO","No","Not_Churn",1595.58,2.97682835820896,20.8377985074627,89.3048507462687,1086.54235074627,37.99,42,29,10,32,0.0783582089552239,0.548507462686567,2.35074626865672,28.6007462686567,1548.33,500,36.865,0,0
"8952","3","M","3","0","NO","No","Not_Churn",1648.15,2.96429856115108,20.7500899280576,88.9289568345324,1081.96897482014,17.9146739130435,92,56,89,3,0.165467625899281,1.15827338129496,4.96402877697842,60.3956834532374,1077.61,500,11.713152173913,0,60.29
"8953","2","F","2","1","NO","No","Not_Churn",9511.83,16.8949023090586,118.26431616341,506.847069271758,6166.63934280639,161.217457627119,59,46,44,15,0.104795737122558,0.733570159857904,3.14387211367673,38.2504440497336,9401.78,3000,159.352203389831,0,110.05
"8954","1","M","1","1","NO","No","Churn",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,398,0
"8955","1","M","1","1","NO","No","Not_Churn",17307,34.7530120481928,243.271084337349,1042.59036144578,12684.8493975904,494.485714285714,35,31,3,32,0.070281124497992,0.491967871485944,2.10843373493976,25.6526104417671,17307,3000,494.485714285714,54,0
"8956","2","M","2","1","NO","No","Not_Churn",1221.1,2.248802946593,15.741620626151,67.4640883977901,820.813075506446,26.545652173913,46,31,36,10,0.0847145488029466,0.593001841620626,2.5414364640884,30.9208103130755,1210.18,1000,26.3082608695652,0,10.92
"8957","1","M","1","1","NO","No","Not_Churn",1026,3.29903536977492,23.0932475884244,98.9710610932476,1204.14790996785,93.2727272727273,11,9,0,11,0.0353697749196141,0.247588424437299,1.06109324758842,12.9099678456592,1026,550,93.2727272727273,227,0
"8958","1","M","1","1","NO","No","Not_Churn",40,8,56,240,2920,20,2,2,0,2,0.4,2.8,12,146,40,40,20,72,0
"8959","1","M","1","1","NO","No","Churn",3,3,3,3,3,3,1,0,1,0,1,1,1,1,0,0,0,550,0
"8960","1","M","1","1","NO","No","Churn",54,0.331288343558282,2.31901840490798,9.93865030674847,120.920245398773,10.8,5,5,2,3,0.0306748466257669,0.214723926380368,0.920245398773006,11.1963190184049,53,50,10.6,398,0
"8961","2","M","2","1","NO","No","Not_Churn",130.03,1.5666265060241,10.9663855421687,46.9987951807229,571.818674698795,14.4477777777778,9,6,1,8,0.108433734939759,0.759036144578313,3.25301204819277,39.578313253012,130,100,14.4444444444444,300,0.03
"8962","2","M","2","0","NO","No","Not_Churn",76187.56,278.056788321168,1946.39751824817,8341.70364963504,101490.727737226,540.337304964539,141,107,38,103,0.514598540145985,3.6021897810219,15.4379562043796,187.828467153285,76183.44,8700,540.308085106383,225,0
"8963","2","F","2","1","NO","No","Churn",1350,450,3150,13500,164250,103.846153846154,13,13,0,13,4.33333333333333,30.3333333333333,130,1581.66666666667,1350,270,103.846153846154,559,0
"8964","1","F","1","1","NO","No","Not_Churn",20,20,20,20,20,20,1,1,0,1,1,1,1,1,0,0,0,103,0
"8965","2","M","2","1","NO","No","Not_Churn",28522.47,51.3918378378378,359.742864864865,1541.75513513514,18758.0208108108,124.010739130435,230,178,129,101,0.414414414414414,2.9009009009009,12.4324324324324,151.261261261261,28469.79,2600,123.781695652174,0,5.14
"8966","1","M","1","1","NO","No","Churn",5,0.384615384615385,2.69230769230769,11.5384615384615,140.384615384615,1.66666666666667,3,2,0,3,0.230769230769231,1.61538461538462,6.92307692307692,84.2307692307692,5,5,1.66666666666667,495,0
"8967","1","M","1","1","NO","No","Churn",8,8,8,8,8,8,1,0,0,1,1,1,1,1,0,0,0,563,0
"8968","2","M","2","1","NO","No","Churn",300,50,350,1500,18250,50,6,3,0,6,1,7,30,365,300,100,50,556,0
"8969","1","M","1","1","NO","No","Churn",9,0.642857142857143,4.5,19.2857142857143,234.642857142857,3,3,1,1,2,0.214285714285714,1.5,6.42857142857143,78.2142857142857,9,9,3,396,0
"8970","1","M","1","1","NO","No","Churn",500,500,500,500,500,250,2,0,0,2,2,2,2,2,500,500,250,556,0
"8971","1","M","1","1","NO","No","Not_Churn",501.37,0.89690518783542,6.27833631484794,26.9071556350626,327.370393559928,13.1939473684211,38,26,36,2,0.0679785330948122,0.475849731663685,2.03935599284436,24.8121645796064,400.16,350,10.5305263157895,0,0
"8972","2","M","2","1","NO","No","Not_Churn",6.35,0.0119585687382298,0.0837099811676083,0.358757062146893,4.36487758945386,0.302380952380952,21,16,18,3,0.0395480225988701,0.27683615819209,1.1864406779661,14.4350282485876,3,3,0.142857142857143,0,3.35
"8973","1","M","1","1","NO","No","Not_Churn",3,0.0077319587628866,0.0541237113402062,0.231958762886598,2.82216494845361,1.5,2,2,0,2,0.00515463917525773,0.0360824742268041,0.154639175257732,1.88144329896907,3,3,1.5,173,0
"8974","2","M","2","1","NO","No","Not_Churn",260.62,0.832651757188498,5.82856230031949,24.979552715655,303.917891373802,10.0238461538462,26,19,23,3,0.0830670926517572,0.5814696485623,2.49201277955272,30.3194888178914,250.1,240,9.61923076923077,0,10.52
"8975","1","M","1","1","NO","No","Churn",3,3,3,3,3,3,1,1,0,1,1,1,1,1,0,0,0,561,0
"8976","2","M","2","1","NO","No","Not_Churn",768.7,1.77119815668203,12.3983870967742,53.1359447004608,646.48732718894,21.9628571428571,35,27,29,6,0.0806451612903226,0.564516129032258,2.41935483870968,29.4354838709677,760.14,752,21.7182857142857,0,8.56
"8977","2","M","2","1","NO","No","Churn",12,0.705882352941177,4.94117647058824,21.1764705882353,257.647058823529,2,6,6,3,3,0.352941176470588,2.47058823529412,10.5882352941176,128.823529411765,12,4,2,502,0
"8978","1","M","1","1","NO","No","Churn",100,14.2857142857143,100,428.571428571429,5214.28571428571,33.3333333333333,3,3,2,1,0.428571428571429,3,12.8571428571429,156.428571428571,100,50,33.3333333333333,553,0
"8979","1","M","1","1","NO","No","Churn",601,27.3181818181818,191.227272727273,819.545454545455,9971.13636363636,75.125,8,7,1,7,0.363636363636364,2.54545454545455,10.9090909090909,132.727272727273,600,340,75,538,0
"8980","2","M","2","1","NO","No","Not_Churn",5800,828.571428571429,5800,24857.1428571429,302428.571428571,446.153846153846,13,12,0,13,1.85714285714286,13,55.7142857142857,677.857142857143,5800,1500,446.153846153846,22,0
"8981","2","M","2","1","NO","No","Not_Churn",12.6,0.0273318872017354,0.191323210412147,0.819956616052061,9.9761388286334,0.381818181818182,33,26,33,0,0.0715835140997831,0.501084598698482,2.14750542299349,26.1279826464208,6.14,6,0.186060606060606,0,6.46
"8982","2","M","2","1","NO","No","Not_Churn",409.12,1.40591065292096,9.84137457044674,42.1773195876289,513.157388316151,20.456,20,11,8,12,0.0687285223367698,0.481099656357388,2.06185567010309,25.085910652921,409,100,20.45,196,0.12
"8983","2","M","2","1","NO","No","Not_Churn",540.55,0.968727598566308,6.78109318996416,29.0618279569892,353.585573476703,14.6094594594595,37,26,19,18,0.0663082437275986,0.46415770609319,1.98924731182796,24.2025089605735,533,450,14.4054054054054,0,5.55
"8984","1","M","1","1","NO","No","Not_Churn",125,9.61538461538461,67.3076923076923,288.461538461538,3509.61538461538,20.8333333333333,6,2,4,2,0.461538461538462,3.23076923076923,13.8461538461538,168.461538461538,120,60,20,334,0
"8985","1","M","1","1","NO","No","Churn",5,5,5,5,5,5,1,1,0,1,1,1,1,1,0,0,0,560,0
"8986","1","F","1","1","NO","No","Churn",100,100,700,3000,36500,50,2,2,0,2,2,14,60,730,100,100,50,509,0
"8987","1","M","1","1","NO","No","Not_Churn",51,0.194656488549618,1.36259541984733,5.83969465648855,71.0496183206107,17,3,1,0,3,0.0114503816793893,0.0801526717557252,0.343511450381679,4.1793893129771,50,50,16.6666666666667,298,0
"8988","2","M","2","1","NO","No","Not_Churn",90.18,0.161323792486583,1.12926654740608,4.8397137745975,58.8831842576029,3.92086956521739,23,18,18,5,0.0411449016100179,0.288014311270125,1.23434704830054,15.0178890876565,60,30,2.60869565217391,0,0
"8989","2","M","2","1","NO","No","Churn",210.08,4.46978723404255,31.2885106382979,134.093617021277,1631.47234042553,14.0053333333333,15,15,4,11,0.319148936170213,2.23404255319149,9.57446808510638,116.489361702128,210.01,100,14.0006666666667,512,0.07
"8990","1","F","1","1","NO","No","Not_Churn",950,118.75,831.25,3562.5,43343.75,135.714285714286,7,6,0,7,0.875,6.125,26.25,319.375,950,400,135.714285714286,132,0
"8991","1","M","1","1","NO","No","Churn",100,25,175,750,9125,50,2,2,1,1,0.5,3.5,15,182.5,100,100,50,555,0
"8992","1","M","1","1","NO","No","Churn",1324.04,8.4874358974359,59.4120512820513,254.623076923077,3097.9141025641,63.0495238095238,21,18,14,7,0.134615384615385,0.942307692307692,4.03846153846154,49.1346153846154,1320,600,62.8571428571429,395,0
"8993","1","M","1","1","NO","No","Churn",6,1.5,10.5,45,547.5,3,2,2,0,2,0.5,3.5,15,182.5,6,6,3,404,0
"8994","1","M","1","1","NO","No","Not_Churn",100.36,0.180503597122302,1.26352517985612,5.41510791366906,65.8838129496403,5.2821052631579,19,13,18,1,0.0341726618705036,0.239208633093525,1.02517985611511,12.4730215827338,0,0,0,0,0
"8995","1","M","1","1","NO","No","Churn",1470,245,1715,7350,89425,245,6,5,3,3,1,7,30,365,1470,1020,245,451,0
"8996","1","M","1","1","NO","No","Not_Churn",100.32,0.205153374233129,1.4360736196319,6.15460122699386,74.880981595092,5.90117647058824,17,13,17,0,0.0347648261758691,0.243353783231084,1.04294478527607,12.6891615541922,0,0,0,0,0
"8997","2","M","2","1","NO","No","Churn",2700,2700,18900,81000,985500,300,9,9,0,9,9,63,270,3285,2700,900,300,448,0
"8998","1","M","1","1","NO","No","Churn",390,390,2730,11700,142350,97.5,4,4,1,3,4,28,120,1460,390,190,97.5,372,0
"8999","2","M","2","1","NO","No","Churn",3321.01,103.7815625,726.4709375,3113.446875,37880.2703125,207.563125,16,13,1,15,0.5,3.5,15,182.5,3321,1050,207.5625,526,0.01
"9000","1","M","1","1","NO","No","Not_Churn",58501.15,125.538948497854,878.772639484979,3766.16845493562,45821.7162017167,750.014743589744,78,47,29,49,0.167381974248927,1.17167381974249,5.02145922746781,61.0944206008584,58500.17,15500,750.002179487179,92,0
"9001","1","M","1","1","NO","No","Not_Churn",3,3,3,3,3,3,1,1,0,1,1,1,1,1,0,0,0,145,0
"9002","2","M","2","1","NO","No","Not_Churn",12750,33.5526315789474,234.868421052632,1006.57894736842,12246.7105263158,1275,10,6,0,10,0.0263157894736842,0.184210526315789,0.789473684210526,9.60526315789474,12750,3800,1275,41,0
"9003","1","M","1","1","NO","No","Churn",100,100,100,100,100,50,2,2,0,2,2,2,2,2,100,100,50,558,0
"9004","2","M","2","1","NO","No","Churn",1500,375,2625,11250,136875,250,6,6,0,6,1.5,10.5,45,547.5,1500,500,250,537,0
"9005","1","M","1","1","NO","No","Not_Churn",100.37,0.179874551971326,1.25912186379928,5.39623655913979,65.6542114695341,5.0185,20,15,19,1,0.03584229390681,0.25089605734767,1.0752688172043,13.0824372759857,0,0,0,0,0
"9006","2","M","2","1","NO","No","Churn",1507,11.4166666666667,79.9166666666667,342.5,4167.08333333333,71.7619047619048,21,18,20,1,0.159090909090909,1.11363636363636,4.77272727272727,58.0681818181818,1507,295,71.7619047619048,391,0
"9007","2","M","2","1","NO","No","Not_Churn",900,128.571428571429,900,3857.14285714286,46928.5714285714,75,12,6,3,9,1.71428571428571,12,51.4285714285714,625.714285714286,900,300,75,67,0
"9008","1","M","1","1","NO","No","Not_Churn",10,0.37037037037037,2.59259259259259,11.1111111111111,135.185185185185,5,2,2,1,1,0.0740740740740741,0.518518518518518,2.22222222222222,27.037037037037,0,0,0,336,0
"9009","2","M","2","1","NO","No","Churn",300,42.8571428571429,300,1285.71428571429,15642.8571428571,50,6,6,0,6,0.857142857142857,6,25.7142857142857,312.857142857143,300,100,50,533,0
"9010","1","M","1","1","NO","No","Churn",100,50,350,1500,18250,50,2,1,0,2,1,7,30,365,100,100,50,556,0
"9011","1","M","1","1","NO","No","Not_Churn",43085,113.981481481481,797.87037037037,3419.44444444444,41603.2407407407,4308.5,10,6,2,8,0.0264550264550265,0.185185185185185,0.793650793650794,9.65608465608466,43085,18035,4308.5,176,0
"9012","1","M","1","1","NO","No","Churn",2380,140,980,4200,51100,340,7,3,2,5,0.411764705882353,2.88235294117647,12.3529411764706,150.294117647059,2380,1080,340,541,0
"9013","1","M","1","1","NO","No","Not_Churn",60,1.93548387096774,13.5483870967742,58.0645161290322,706.451612903226,15,4,3,1,3,0.129032258064516,0.903225806451613,3.87096774193548,47.0967741935484,60,30,15,118,0
"9014","2","F","2","1","NO","No","Churn",1200,1200,8400,36000,438000,200,6,3,0,6,6,42,180,2190,1200,400,200,557,0
"9015","1","M","1","1","NO","No","Churn",3,0.0337078651685393,0.235955056179775,1.01123595505618,12.3033707865169,1.5,2,2,0,2,0.0224719101123595,0.157303370786517,0.674157303370786,8.20224719101124,3,3,1.5,469,0
"9016","2","M","2","1","NO","No","Not_Churn",24,24,24,24,24,4.8,5,5,0,5,5,5,5,5,16,8,3.2,51,0
"9017","2","M","2","1","NO","No","Not_Churn",914.57,1.63901433691756,11.4731003584229,49.1704301075269,598.24023297491,16.3316071428571,56,43,37,19,0.100358422939068,0.702508960573477,3.01075268817204,36.6308243727599,810.65,230,14.4758928571429,0,3.85
"9018","1","M","1","1","NO","No","Churn",2,2,2,2,2,2,1,1,0,1,1,1,1,1,0,0,0,558,0
"9019","1","M","1","1","NO","No","Churn",3,0.103448275862069,0.724137931034483,3.10344827586207,37.7586206896552,1.5,2,1,0,2,0.0689655172413793,0.482758620689655,2.06896551724138,25.1724137931034,3,3,1.5,529,0
"9020","1","M","1","1","NO","No","Not_Churn",228,45.6,319.2,1368,16644,38,6,4,6,0,1.2,8.4,36,438,228,120,38,93,0
"9021","2","M","2","1","NO","No","Not_Churn",34.06,0.169452736318408,1.18616915422886,5.08358208955224,61.8502487562189,1.703,20,9,12,8,0.0995024875621891,0.696517412935323,2.98507462686567,36.318407960199,31,10,1.55,311,0.06
"9022","2","M","2","1","NO","No","Churn",1016,13.3684210526316,93.5789473684211,401.052631578947,4879.47368421053,31.75,32,29,18,14,0.421052631578947,2.94736842105263,12.6315789473684,153.684210526316,1014,600,31.6875,482,0
